event_id	tags	date	duration	title	summary
merrowgate-insurance-compact	trade;law;merrowgate;garhammar-trade-league;calderon-imperium;ardenhaven	4260	0	The Insurance Compact	Merrowgate expands risk-ledgers and "protection" into formal insurance contracts that bind caravans to the city.
merrowgate-insurance-compact	public;trade;law;merrowgate;garhammar-trade-league;calderon-imperium;ardenhaven	4260	0	The Insurance Compact	A new insurance market that stabilized trade costs across borders.
garrok-war-moot-of-borders	orcs;law;garrok-confederation	4265	0	War Moot of Borders	A high moot reaffirms compensation law for cross-border incidents, preventing a feud from becoming a war.
garrok-war-moot-of-borders	public;orcs;law;garrok-confederation	4265	0	War Moot of Borders	A moot that settled border grievances under oathfire law.
araethilion-lifelume-accord	diplomacy;magic;araethilion;merrowgate	4268	0	The Lifelume Accord	Araethilion trades healing and artistry for carefully controlled access to neutral markets.
araethilion-lifelume-accord	public;diplomacy;magic;araethilion;merrowgate	4268	0	The Lifelume Accord	A trade-and-healing agreement with the veiled forests.
elderholt-warding-compact-renewal	magic;wards;elderholt	4270	0	Warding Compact Renewal	Elderholt renews old protections in the forest and along the coast as the Axiom grows loud again.
elderholt-warding-compact-renewal	public;magic;wards;elderholt	4270	0	Forest Wardings Renewed	Sailors report calmer crossings and fewer lights in the pines.
merrowgate-canal-tariff-reform	trade;law;merrowgate	4281	0	Canal Tariff Reform	Merrowgate adjusts tariffs to punish smuggling while offering discounts that quietly favor its chosen routes.
merrowgate-canal-tariff-reform	public;trade;law;merrowgate	4281	0	Canal Tariff Reform	A tariff reform that lowered costs for compliant traders.
garhammar-arbitration-push	trade;law;garhammar-trade-league;merrowgate	4284	2185	Arbitration Push	Garhammar expands contract courts and sells neutrality as a service, undercutting rivals with procedure.
garhammar-arbitration-push	public;trade;law;garhammar-trade-league;merrowgate	4284	2185	Arbitration Push	Garhammar expands its arbitration halls and contract courts.
merrowgate-night-auction-of-names	crime;secrets;merrowgate	4312	0	Night Auction of Names	A masked auction sells identities and debt-forgiveness in a single night, shifting a dozen rivalries by dawn.
merrowgate-night-auction-of-names	public;crime;secrets;merrowgate	4312	0	Midnight Charity Auction	A lavish masked fundraiser that drew merchants from every shore.
party-arrival-ardenford	party;ardenhaven	4327/07/12	0	Arrival in Ardenford	The party reaches Ardenford as the Age of Trade matures into complacency.
party-arrival-ardenford	private;party;ardenhaven	4327/07/12	0	Arrival in Ardenford	We arrived in Ardenford and got our first real read on the Council politics.
party-border-signal-mission	party;calderon-imperium;ardenhaven	4327/07/18	0	Border Signal Mission	The party is tasked with restoring a sabotaged signal tower before a convoy is caught in the dark.
party-border-signal-mission	private;party;calderon-imperium;ardenhaven	4327/07/18	0	Border Signal Mission	We repaired the tower and intercepted messages that felt too organized to be bandits.
